Company Name,Ticker,Exchange,Sector,Industry,Optionable,Last Close,Beta,Market Cap (mil),Month of Fiscal Yr End,P/E (Trailing 12 Months),P/E (F1),P/E (F2),F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,EPS Growth F1,EPS Growth F2,F1 PEG,F2 PEG,PEG Ratio
Sapiens International,SPNS,NSDQ,Computer and Technology,Computer - Software,YES,27.11,1.25,1494.85,12,22.59,20.85,19.46,1.23,1.3,1.39,0.05691056910569111,0.06923076923076912,3.663642857142854,2.8108888888888934,
Sprout Social,SPT,NSDQ,Computer and Technology,Internet - Services,YES,56.15,0.88,3110.58,12,1871.67,719.87,259.95,-0.1,0.08,0.22,-1.7999999999999998,1.7500000000000002,-3.9992777777777784,1.485428571428571,
Squarespace,SQSP,NYSE,Computer and Technology,Internet - Software and Services,YES,33.12,0.38,4475.83,12,73.6,93.56,72.95,-0.07,0.35,0.45,-5.999999999999999,0.2857142857142858,-0.15593333333333337,2.5532499999999994,
SS&C Technologies,SSNC,NSDQ,Computer and Technology,Computer - Software,YES,60.62,1.43,15101.85,12,13.41,12.7,11.24,4.65,4.77,5.39,0.025806451612903056,0.12997903563941304,4.921250000000032,0.8647548387096772,
Shutterstock,SSTK,NYSE,Computer and Technology,Internet - Content,YES,56.89,1.17,2050.93,12,13.64,13.84,12.63,3.92,4.11,4.51,0.04846938775510214,0.09732360097323588,2.8554105263157834,1.297732500000002,
Stratasys,SSYS,NSDQ,Computer and Technology,Computer - Peripheral Equipment,YES,20.85,1.45,1426.17,12,130.31,109.74,70.68,0.1,0.19,0.29,0.8999999999999999,0.5263157894736841,1.2193333333333334,1.3429200000000003,
Sensata Technologies Holding,ST,NYSE,Computer and Technology,Instruments - Control,YES,46.24,1.32,7051.6,12,12.99,12.05,10.93,3.32,3.84,4.23,0.1566265060240964,0.10156250000000015,0.7693461538461538,1.0761846153846137,1.09
STMicroelectronics,STM,NYSE,Computer and Technology,Semiconductor - General,YES,52.77,1.59,47931.67,12,11.73,12.42,13.27,3.99,4.25,3.98,0.06516290726817037,-0.06352941176470589,1.9059923076923095,-2.0887962962962963,2.48
StoneCo,STNE,NSDQ,Computer and Technology,Internet - Software,YES,12.43,2.21,3884.76,12,28.91,17.51,14.8,0.34,0.71,0.84,1.0882352941176467,0.18309859154929578,0.16090270270270277,0.8083076923076923,0.32
SolarWinds,SWI,NYSE,Computer and Technology,Internet - Software,YES,10.75,0.98,1759.74,12,13.44,14.63,12.01,0.86,0.74,0.89,-0.13953488372093023,0.20270270270270274,-1.0484833333333334,0.5924933333333332,
Skyworks Solutions,SWKS,NSDQ,Computer and Technology,Semiconductors - Radio Frequency,YES,114.92,1.26,18290.06,9,11.41,13.78,12.76,11.12,8.34,9.01,-0.24999999999999997,0.08033573141486809,-0.5512,1.5883343283582094,0.92
Synaptics,SYNA,NSDQ,Computer and Technology,Electronics - Semiconductors,YES,90.33,1.52,3570.2,6,7.87,18.21,10.11,8.05,4.96,8.93,-0.38385093167701867,0.8004032258064516,-0.4744029126213592,0.12631133501259445,
AT&T,T,NYSE,Computer and Technology,Wireless National,YES,13.53,0.66,96725.97,12,5.33,5.58,5.45,2.64,2.42,2.48,-0.0833333333333334,0.024793388429752088,-0.6695999999999995,2.198166666666665,1.45
