,Company Name,Ticker,Exchange,Sector,Industry,Market Cap (mil),Month of Fiscal Yr End,P/E (Trailing 12 Months),P/E (F1),P/E (F2),F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,PEG Ratio
518,VanEck Vectors Oil Services ETF,OIH,NYSE,Finance,Financial - Investment Funds,2251.44,12,,,,,,,
521,ONEX Corporation,ONEXF,OTC,Finance,Financial - Investment Management,6392.52,12,3.85,,,,,,
525,"Oscar Health, Inc.",OSCR,NYSE,Finance,Insurance - Multi line,2540.43,12,,,,,-2.53,-1.6,
532,Invesco Emerging Markets Sovereign Debt ETF,PCY,NYSE,Finance,Financial - Investment Funds,2812.85,12,,,,,,,
535,Pebblebrook Hotel Trust,PEB,NYSE,Finance,REIT and Equity Trust - Other,2773.54,12,,,16.83,-1.42,-0.47,1.25,
536,"Phillips Edison & Company, Inc.",PECO,NSDQ,Finance,REIT and Equity Trust - Retail,3378.61,12,,14.8,14.65,,2.02,2.04,3.02
538,iShares Preferred and Income Securities ETF,PFF,NSDQ,Finance,Financial - Investment Funds,19994.05,12,,,,,,,
544,Invesco Preferred ETF,PGX,NYSE,Finance,Financial - Investment Funds,7449.52,12,,,,,,,
545,Piper Sandler Companies,PIPR,NYSE,Finance,Financial - Investment Bank,2598.15,12,8.97,8.43,,8.11,17.09,,
547,Park Hotels & Resorts Inc.,PK,NYSE,Finance,REIT and Equity Trust - Other,4249.78,12,,,15.05,-1.71,-0.8,1.19,
555,PT Bank Mandiri Persero TBK,PPERY,OTC,Finance,Banks - Foreign,19133.3,12,,,,,,,
556,Aberdeen Standard Physical Platinum Shares ETF,PPLT,NYSE,Finance,Financial - Investment Funds,1300.43,12,,,,,,,
565,Prospect Capital Corporation,PSEC,NSDQ,Finance,Financial - Investment Management,3175.74,6,11.53,10.64,,0.75,0.77,,
566,"Pershing Square Holdings, Ltd.",PSHZF,OTC,Finance,Financial - Investment Funds,8423.94,12,,,,,,,
567,Pimco Corporate & Income Opportunity Fund,PTY,NYSE,Finance,Financial - Investment Funds,2254.65,11,17.12,,,,,,
569,Invesco QQQ,QQQ,NSDQ,Finance,Financial - Investment Funds,185578.5,12,,,,,,,
570,Nuveen NASDAQ 100 Dynamic Overwrite Fund,QQQX,NSDQ,Finance,Financial - Investment Funds,1224.48,12,,,,,,,
572,Raiffeisen Bank International AG,RAIFY,OTC,Finance,Banks - Foreign,8157.71,12,7.05,,,,,,
573,"Republic Bancorp, Inc.",RBCAA,NSDQ,Finance,Banks - Southeast,1020.96,12,16.63,,,,,,
575,R1 RCM Inc.,RCM,NSDQ,Finance,Financial - Miscellaneous Services,5563.46,12,,,39.12,0.13,-2.02,0.51,
576,Redfin Corporation,RDFN,NSDQ,Finance,Real Estate - Operations,5173.23,12,,,,-0.34,-0.88,-0.64,
587,RLJ Lodging Trust,RLJ,NYSE,Finance,REIT and Equity Trust - Other,2351.73,12,,,11.42,-1.0,-0.01,1.25,
592,"Root, Inc.",ROOT,NSDQ,Finance,Insurance - Property and Casualty,1391.1,12,,,,-4.47,-2.28,-1.71,
596,Invesco S&P 500 Equal Weight ETF,RSP,NYSE,Finance,Financial - Investment Funds,29307.44,12,,,,,,,
597,"Royce Value Trust, Inc.",RVT,NYSE,Finance,Financial - Investment Funds,1943.03,12,,,,,,,
600,"Ryan Specialty Group Holdings, Inc.",RYAN,NYSE,Finance,Insurance - Brokerage,7562.15,12,,,,,,,
602,"Safety Insurance Group, Inc.",SAFT,NSDQ,Finance,Insurance - Property and Casualty,1243.69,12,9.37,,,,,,
605,Sampo PLC,SAXPY,OTC,Finance,Insurance - Property and Casualty,28511.77,12,13.58,,,,,,
611,Sberbank of Russia Sponsored ADR,SBRCY,OTC,Finance,Banks - Foreign,101584.8,12,,,,,,,
619,SPDR S&P Dividend ETF,SDY,NYSE,Finance,Financial - Investment Funds,20033.57,12,,,,,,,
620,Sea Limited Sponsored ADR,SE,NYSE,Finance,Financial - Investment Funds,148710.97,12,,,210.5,-2.75,-1.4,1.38,
623,Stifel Financial Corporation,SF,NYSE,Finance,Financial - Investment Bank,7159.1,12,10.58,,,,,,
628,Shinhan Financial Group Co Ltd,SHG,NYSE,Finance,Banks - Foreign,17326.75,12,5.6,,,5.91,,,
629,Sun Hung Kai and Co.,SHGKY,OTC,Finance,Financial - Miscellaneous Services,1228.15,12,,,,,,,
630,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF,SHM,NYSE,Finance,Financial - Investment Funds,4915.36,12,,,,,,,
633,iShares Short Treasury Bond ETF,SHV,NSDQ,Finance,Financial - Investment Funds,14736.7,12,,,,,,,
634,iShares 13 Year Treasury Bond ETF,SHY,NSDQ,Finance,Financial - Investment Funds,19166.71,12,,,,,,,
635,Shizuoka Bank Ltd.,SHZUY,OTC,Finance,Financial - Savings and Loan,4745.26,3,,,,,,,
638,Shenzhen Investment Hldgs Bay Area Dvlpmt Co. Ltd. Sponsrd ADR,SIHBY,OTC,Finance,Real Estate - Operations,1115.57,6,,,,,,,
643,Abrdn PLC Unsponsored ADR,SLFPY,OTC,Finance,Financial - Miscellaneous Services,9006.39,12,,,,0.72,,,
647,Sumitomo Mitsui Financial Group Inc,SMFG,NYSE,Finance,Banks - Foreign,48240.11,3,7.71,,,0.72,,,
650,Sino Land Co.,SNLAY,OTC,Finance,Real Estate - Operations,11574.85,6,,,,,,,
653,SiriusPoint Ltd.,SPNT,NYSE,Finance,Insurance - Multi line,1593.66,12,2.75,,,,,,
654,SPDR S&P 500 ETF,SPY,NYSE,Finance,Financial - Investment Funds,389972.38,12,,,,,,,
664,State Auto Financial Corporation,STFC,NSDQ,Finance,Insurance - Property and Casualty,2204.98,12,74.42,,33.02,-0.3,-0.03,1.51,
667,PIMCO 15 Year U.S. TIPS Index ETF,STPZ,NYSE,Finance,Financial - Investment Funds,1014.57,12,,,,,,,
670,Sun Hung Kai Properties Ltd.,SUHJY,OTC,Finance,Real Estate - Operations,41438.26,6,,10.67,,1.29,1.34,,0.33
672,Suntec Real Estate Investment Trust,SURVF,OTC,Finance,REIT and Equity Trust - Other,3152.4,12,,18.5,15.86,,0.06,0.07,
674,SKANDINAVISKA,SVKEF,OTC,Finance,Banks - Foreign,29548.37,12,11.4,,,,,,
675,Swedbank AB,SWDBY,OTC,Finance,Banks - Foreign,22345.79,12,9.31,,,,,,
684,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,TFI,NYSE,Finance,Financial - Investment Funds,3746.26,12,,,,,,,
687,UP Fintech Holding Limited,TIGR,NSDQ,Finance,Financial - Investment Bank,2380.65,12,50.86,,,,,,
688,iShares TIPS Bond ETF,TIP,NYSE,Finance,Financial - Investment Funds,32202.18,12,,,,,,,
690,iShares 20 Year Treasury Bond ETF,TLT,NSDQ,Finance,Financial - Investment Funds,16916.18,12,,,,,,,
697,"Trupanion, Inc.",TRUP,NSDQ,Finance,Insurance - Accident and Health,3713.69,12,,,,-0.09,-0.89,-0.5,
702,Tri Continental Corporation,TY,NYSE,Finance,Financial - Investment Funds,1844.18,12,,,,,,,
715,Liberty AllStar Equity Fund,USA,NYSE,Finance,Financial - Investment Funds,1870.98,12,,,,,,,
717,United States Oil ETF,USO,NYSE,Finance,Financial - Investment Funds,2682.39,12,,,,,,,
722,Vanguard Financials ETF,VFH,NYSE,Finance,Financial - Investment Funds,10998.19,12,,,,,,,
727,Vanguard Real Estate ETF,VNQ,NYSE,Finance,Financial - Investment Funds,43946.93,12,,,,,,,
731,Vanguard Total Stock Market ETF,VTI,NYSE,Finance,Financial - Investment Funds,264413.72,12,,,,,,,
733,Vanguard FTSE Emerging Markets ETF,VWO,NYSE,Finance,Financial - Investment Funds,79526.63,12,,,,,,,
741,Woori Bank,WF,NYSE,Finance,Banks - Foreign,7001.19,12,5.75,,,4.86,,,
751,"White Mountains Insurance Group, Ltd.",WTM,NYSE,Finance,Insurance - Property and Casualty,3500.73,12,36.0,,,,,,
752,SPDR S&P Biotech ETF,XBI,NYSE,Finance,Financial - Investment Funds,6622.94,12,,,,,,,
754,Materials Select Sector SPDR ETF,XLB,NYSE,Finance,Financial - Investment Funds,8857.48,12,,,,,,,
755,Financial Select Sector SPDR ETF,XLF,NYSE,Finance,Financial - Investment Funds,42150.99,12,,,,,,,
756,Utilities Select Sector SPDR ETF,XLU,NYSE,Finance,Financial - Investment Funds,13565.71,12,,,,,,,
757,Consumer Discretionary Select Sector SPDR ETF,XLY,NYSE,Finance,Financial - Investment Funds,19517.76,12,,,,,,,
758,SPDR S&P Metals & Mining ETF,XME,NYSE,Finance,Financial - Investment Funds,2063.21,12,,,,,,,
761,"Zillow Group, Inc.",Z,NSDQ,Finance,Real Estate - Operations,23940.77,12,56.88,,,,,,
13,Amada Co.,AMDLY,OTC,Industrial Products,Manufacturing - Tools & Related Products,3610.9,3,20.01,,,,,,
21,Atkore Inc.,ATKR,NYSE,Industrial Products,Wire and Cable Products,4304.61,9,9.52,,,,,,
29,Better Environment Concepts Inc.,BEEN,OTC,Industrial Products,Commercial Printing,9669.2,8,,,,,,,
33,Brady Corporation,BRC,NYSE,Industrial Products,Security and Safety Services,2820.26,7,21.93,17.53,,2.65,3.09,,2.5
38,Century Aluminum Company,CENX,NSDQ,Industrial Products,Metal Products - Procurement and Fabrication,1067.13,12,,,9.4,-1.11,-0.05,1.26,
40,China High Speed Transmission Equipment Group Co.,CHSTY,OTC,Industrial Products,Manufacturing - General Industrial ,1035.47,12,,,,,,,
47,"Desktop Metal, Inc.",DM,NYSE,Industrial Products,Manufacturing - Print,1968.45,12,,,,-0.48,-0.18,-0.12,
48,"Danimer Scientific, Inc.",DNMR,NYSE,Industrial Products,Industrial Services,1135.07,12,,,265.4,0.94,-0.12,0.05,
49,Dai Nippon Printing Co.,DNPLY,OTC,Industrial Products,Commercial Printing,7271.15,3,15.7,,,,,,
65,GEA Group AG,GEAGF,OTC,Industrial Products,Manufacturing - General Industrial ,8122.15,12,,26.95,24.73,,1.67,1.82,
67,Greif Bros. Corporation,GEF.B,NYSE,Industrial Products,Containers - Paper and Packaging,3066.48,10,18.74,,,,,,
68,G4S PLC,GFSZY,OTC,Industrial Products,Security and Safety Services,5219.47,12,,,,,,,
81,IACInterActiveCorp,IAC,NSDQ,Industrial Products,Industrial Services,10508.23,12,,143.92,,-3.33,0.88,-0.68,14.39
87,Intertape Polymer Group Inc.,ITPOF,OTC,Industrial Products,Containers - Paper and Packaging,1453.29,12,11.66,,,,,,
93,Kaiser Aluminum Corporation,KALU,NSDQ,Industrial Products,Metal Products - Procurement and Fabrication,1941.08,12,52.75,29.28,14.4,,4.18,8.5,
97,"KnowBe4, Inc.",KNBE,NSDQ,Industrial Products,Security and Safety Services,4218.64,12,,373.35,257.48,,0.07,0.1,
98,Kone Oyj Unsponsored ADR,KNYJY,OTC,Industrial Products,Manufacturing - Electronics,42594.89,12,35.14,,,,,,
101,Kuka AG Unsponsored ADR,KUKAY,OTC,Industrial Products,Industrial Automation and Robotics,3133.51,12,,,,,,,
102,Kawasaki Heavy Industries Ltd.,KWHIY,OTC,Industrial Products,Manufacturing - General Industrial ,3759.31,3,64.29,,,-0.4,,,
103,Keyence Corporation,KYCCF,OTC,Industrial Products,Manufacturing - General Industrial ,140120.0,3,,52.96,49.89,,10.91,11.58,
106,"LegalZoom.com, Inc.",LZ,NSDQ,Industrial Products,Industrial Services,6704.61,12,,371.45,153.61,,0.09,0.22,
120,NSK Ltd.,NPSKY,OTC,Industrial Products,Metal Products - Procurement and Fabrication,3882.15,3,505.33,,,,,,
121,"Omega Flex, Inc.",OFLX,NSDQ,Industrial Products,Steel - Pipe and Tube,1566.33,12,64.12,,,,,,
125,"Plug Power, Inc.",PLUG,NSDQ,Industrial Products,Manufacturing - Electronics,14416.32,12,,,,-0.34,-0.4,-0.2,
139,"Shanghai Electric Group Co., Ltd.",SIELY,OTC,Industrial Products,Manufacturing - Electrical Utilities ,3863.88,12,,,,,,,
151,"TPI Composites, Inc.",TPIC,NSDQ,Industrial Products,Industrial Services,1438.52,12,351.09,,37.44,-0.42,-1.4,1.03,
156,Techtronic Industries Co.,TTNDY,OTC,Industrial Products,Manufacturing - Tools & Related Products,40591.86,12,,,,,,,
158,"View, Inc.",VIEW,NSDQ,Industrial Products,Glass Products,1124.46,12,,,,,-1.14,-0.58,
164,"Xometry, Inc.",XMTR,NSDQ,Industrial Products,Manufacturing - General Industrial ,3214.22,12,,,,,-1.51,-0.77,
166,XINYI GLASS HLD,XYIGF,OTC,Industrial Products,Glass Products,15907.27,12,,11.03,10.73,,0.36,0.37,
168,"CLEAR Secure, Inc.",YOU,NYSE,Industrial Products,Security and Safety Services,7219.26,12,,,,,-1.48,-1.09,
2,AbCellera Biologics Inc.,ABCL,NSDQ,Medical,Medical - Biomedical and Genetics,4921.91,12,,40.14,,0.93,0.44,-0.22,
5,Absci Corporation,ABSI,NSDQ,Medical,Medical - Biomedical and Genetics,1906.01,12,,,,,,,
7,ACADIA Pharmaceuticals Inc.,ACAD,NSDQ,Medical,Medical - Biomedical and Genetics,2705.23,12,,,,-1.84,-1.23,-0.9,
8,Aurora Cannabis Inc.,ACB,NSDQ,Medical,Medical - Products,1309.24,6,,,,-2.7,-0.58,-0.37,
10,ADC Therapeutics SA,ADCT,NYSE,Medical,Medical - Biomedical and Genetics,1798.77,12,,,,-3.82,-3.51,-2.88,
11,"Adagio Therapeutics, Inc.",ADGI,NSDQ,Medical,Medical - Biomedical and Genetics,3035.18,12,,,,,,,
12,Adaptive Biotechnologies Corporation,ADPT,NSDQ,Medical,Medical - Biomedical and Genetics,4344.03,12,,,,-1.08,-1.55,-1.43,
14,Agenus Inc.,AGEN,NSDQ,Medical,Medical - Biomedical and Genetics,1377.71,12,,,,-1.07,-0.28,-0.97,
15,"Agios Pharmaceuticals, Inc.",AGIO,NSDQ,Medical,Medical - Products,2570.87,12,,1.63,,-4.75,26.83,-6.72,
16,"Agilon Health, Inc.",AGL,NYSE,Medical,Medical Services,13676.98,12,,,,,-0.59,-0.07,
17,"Agiliti, Inc.",AGTI,NYSE,Medical,Medical Services,2383.44,12,,23.59,21.63,,0.77,0.85,
20,"Alector, Inc.",ALEC,NSDQ,Medical,Medical - Biomedical and Genetics,2222.46,12,,,,-2.43,-2.39,-0.77,
22,"Alignment Healthcare, Inc.",ALHC,NSDQ,Medical,Medical Services,3672.44,12,,,,,-0.97,-0.48,
23,Actelion Ltd.,ALIOF,OTC,Medical,Medical - Biomedical and Genetics,29891.13,12,,,,,,,
25,Allakos Inc.,ALLK,NSDQ,Medical,Medical - Biomedical and Genetics,4319.18,12,,,,-3.11,-4.44,-5.83,
26,"Allogene Therapeutics, Inc.",ALLO,NSDQ,Medical,Medical - Biomedical and Genetics,3007.18,12,,,,-2.13,-1.87,-2.46,
27,"Alnylam Pharmaceuticals, Inc.",ALNY,NSDQ,Medical,Medical - Biomedical and Genetics,23386.85,12,,,,-7.36,-6.18,-3.7,
29,"AlloVir, Inc.",ALVR,NSDQ,Medical,Medical - Drugs,1188.4,12,,,,-1.96,-1.87,-2.0,
30,ALX Oncology Holdings Inc.,ALXO,NSDQ,Medical,Medical - Biomedical and Genetics,2665.04,12,,,,-2.43,-1.75,-2.24,
36,Amarin Corporation PLC,AMRN,NSDQ,Medical,Medical - Biomedical and Genetics,2091.15,12,48.09,,,0.03,-0.03,-0.36,
38,Applied Molecular Transport Inc.,AMTI,NSDQ,Medical,Medical - Biomedical and Genetics,1133.91,12,,,,-3.0,-2.5,-2.46,
39,American Well Corporation,AMWL,NYSE,Medical,Medical Info Systems,2530.84,12,,,,-3.14,-0.77,-0.72,
42,"Apellis Pharmaceuticals, Inc.",APLS,NSDQ,Medical,Medical - Biomedical and Genetics,4889.58,12,,,,-5.53,-8.01,-5.43,
45,Arcturus Therapeutics Holdings Inc.,ARCT,NSDQ,Medical,Medical - Biomedical and Genetics,1232.37,12,,,5.95,-3.13,-6.06,7.87,
46,ARGENX SEADR,ARGX,NSDQ,Medical,Medical - Biomedical and Genetics,15729.84,12,,,,-12.52,-7.83,-16.23,
47,"Arena Pharmaceuticals, Inc.",ARNA,NSDQ,Medical,Medical - Biomedical and Genetics,2917.52,12,,,,-7.23,-8.61,-7.77,
48,"Arvinas, Inc.",ARVN,NSDQ,Medical,Medical - Biomedical and Genetics,4275.12,12,,48.59,,-2.77,1.79,-2.98,
49,"Arrowhead Pharmaceuticals, Inc.",ARWR,NSDQ,Medical,Medical - Drugs,6331.67,9,,,,-0.16,-0.79,-0.39,
50,Ascendis Pharma AS,ASND,NSDQ,Medical,Medical - Biomedical and Genetics,6256.59,12,,,,-8.48,-9.3,-8.89,
51,atai Life Sciences N.V.,ATAI,NSDQ,Medical,Medical - Outpatient and Home Healthcare,2250.4,12,,,,,-0.51,-0.7,
52,"Alphatec Holdings, Inc.",ATEC,NSDQ,Medical,Medical - Instruments,1282.5,12,,,,-1.05,-1.13,-0.59,
53,"Atara Biotherapeutics, Inc.",ATRA,NSDQ,Medical,Medical - Biomedical and Genetics,1051.84,12,,,,-3.89,-3.6,-3.58,
54,"AtriCure, Inc.",ATRC,NSDQ,Medical,Medical - Products,3341.16,12,,,,-1.0,-1.36,-0.98,
55,Atrion Corporation,ATRI,NSDQ,Medical,Medical - Dental Supplies,1172.93,12,37.59,,,,,,
56,Aurinia Pharmaceuticals Inc,AUPH,NSDQ,Medical,Medical - Drugs,1856.6,12,,,,-0.94,-1.33,-0.43,
57,Aveanna Healthcare Holdings Inc.,AVAH,NSDQ,Medical,Medical - Outpatient and Home Healthcare,1666.69,12,,20.7,16.04,,0.44,0.56,0.64
61,Anavex Life Sciences Corp.,AVXL,NSDQ,Medical,Medical - Biomedical and Genetics,1438.44,9,,,,-0.49,-0.52,-0.64,
62,Axonics Inc.,AXNX,NSDQ,Medical,Medical Info Systems,3094.24,12,,,,-1.52,-2.0,-1.17,
66,"BridgeBio Pharma, Inc.",BBIO,NSDQ,Medical,Medical - Generic Drugs,7410.39,12,,,,-3.66,-3.71,-3.83,
67,"BioAtla, Inc.",BCAB,NSDQ,Medical,Medical - Biomedical and Genetics,1346.55,12,,,,-1.35,-1.98,-2.31,
68,"BioCryst Pharmaceuticals, Inc.",BCRX,NSDQ,Medical,Medical - Drugs,2731.34,12,,,,-0.99,-1.22,-0.82,
70,Beam Therapeutics Inc.,BEAM,NSDQ,Medical,Medical - Biomedical and Genetics,6763.79,12,,,,-3.02,-6.21,-3.6,
71,"Butterfly Network, Inc.",BFLY,NYSE,Medical,Medical Info Systems,1974.44,12,,,,,-0.61,-0.8,
72,"BeiGene, Ltd.",BGNE,NSDQ,Medical,Medical - Biomedical and Genetics,26010.6,12,,,,-17.91,-12.11,-13.49,
74,"Bright Health Group, Inc.",BHG,NYSE,Medical,Medical Services,6232.9,12,,,,,-0.77,-0.56,
75,Biohaven Pharmaceutical Holding Company Ltd.,BHVN,NYSE,Medical,Medical - Biomedical and Genetics,7536.84,12,,,,-12.32,-12.17,-7.39,
78,"BioRad Laboratories, Inc.",BIO.B,NYSE,Medical,Medical - Biomedical and Genetics,22710.51,12,48.4,,,,,,
80,Brookdale Senior Living Inc.,BKD,NYSE,Medical,Medical - Nursing Homes,1213.74,12,,,,-1.58,-1.5,-0.83,
82,"Berkeley Lights, Inc.",BLI,NSDQ,Medical,Medical - Biomedical and Genetics,2633.03,12,,,,-1.11,-0.94,-0.72,
83,"bluebird bio, Inc.",BLUE,NSDQ,Medical,Medical - Biomedical and Genetics,1233.98,12,,,,-10.01,-12.6,-9.01,
87,"Bionano Genomics, Inc.",BNGO,NSDQ,Medical,Medical - Biomedical and Genetics,1549.23,12,,,,-0.41,-0.22,-0.25,
89,Blueprint Medicines Corporation,BPMC,NSDQ,Medical,Medical - Biomedical and Genetics,5445.63,12,15.37,,,5.47,-6.66,-5.72,
92,Bactolac Pharmaceutical Inc.,BTCA,OTC,Medical,Medical - Generic Drugs,1200.0,9,,,,,,,
93,BAVARIAN NORDIC,BVNRY,OTC,Medical,Medical - Biomedical and Genetics,2854.54,12,,,175.41,0.66,-0.3,0.09,
95,"C4 Therapeutics, Inc.",CCCC,NSDQ,Medical,Medical - Biomedical and Genetics,1878.57,12,,,,-19.62,-2.32,-2.22,
98,"Codexis, Inc.",CDXS,NSDQ,Medical,Medical - Biomedical and Genetics,1498.37,12,,,,-0.47,-0.4,-0.55,
99,"Cerevel Therapeutics Holdings, Inc.",CERE,NSDQ,Medical,Medical - Drugs,3071.76,12,,,,-3.97,-1.62,-1.84,
101,Cerus Corporation,CERS,NSDQ,Medical,Medical - Products,1012.6,12,,,,-0.36,-0.37,-0.31,
103,Canopy Growth Corporation,CGC,NSDQ,Medical,Medical - Products,6895.31,3,,7892.96,,-2.45,0.0,-0.23,
104,Cullinan Oncology Inc.,CGEM,NSDQ,Medical,Medical - Biomedical and Genetics,1182.14,12,,,,-1.62,-1.27,-1.95,
107,"Coherus BioSciences, Inc.",CHRS,NSDQ,Medical,Medical - Biomedical and Genetics,1073.78,12,,,,1.71,-3.17,-0.51,
108,"Celldex Therapeutics, Inc.",CLDX,NSDQ,Medical,Medical - Biomedical and Genetics,2001.97,12,,,,-1.77,-1.5,-1.6,
110,"Clover Health Investments, Corp.",CLOV,NSDQ,Medical,Medical Info Systems,3464.78,12,,,,-0.88,-1.06,-0.46,
111,COMPASS Pathways PLC Sponsored ADR,CMPS,NSDQ,Medical,Medical Services,1198.31,12,,,,-2.39,-1.74,-2.16,
114,Centessa Pharmaceuticals PLC Sponsored ADR,CNTA,NSDQ,Medical,Medical - Drugs,1863.61,12,,,,,-2.34,-2.51,
115,Connect Biopharma Holdings Limited Sponsored ADR,CNTB,NSDQ,Medical,Medical - Biomedical and Genetics,1250.14,12,,,,,-2.19,-2.33,
118,"Caribou Biosciences, Inc.",CRBU,NSDQ,Medical,Medical - Biomedical and Genetics,1501.66,12,,,,,,,
120,Cronos Group Inc.,CRON,NSDQ,Medical,Medical - Drugs,2386.99,12,,,,0.02,-0.51,-0.34,
121,CRISPR Therapeutics AG,CRSP,NSDQ,Medical,Medical - Biomedical and Genetics,9338.46,12,23.98,25.12,,-4.97,4.88,-7.24,
122,"Cortexyme, Inc.",CRTX,NSDQ,Medical,Medical - Biomedical and Genetics,2808.27,12,,,,-2.59,-3.21,-3.97,
123,"CryoLife, Inc.",CRY,NYSE,Medical,Medical - Instruments,1007.81,12,134.95,,99.9,-0.37,-0.06,0.26,
124,"Cardiovascular Systems, Inc.",CSII,NSDQ,Medical,Medical - Products,1473.55,6,,,679.44,-0.38,-0.2,0.05,
126,"Castle Biosciences, Inc.",CSTL,NSDQ,Medical,Medical - Biomedical and Genetics,1535.71,12,,,,-0.39,-1.14,-0.35,
127,"Cytek Biosciences, Inc.",CTKB,NSDQ,Medical,Medical - Biomedical and Genetics,2994.22,12,,,,,,,
129,CureVac N.V.,CVAC,NSDQ,Medical,Medical - Biomedical and Genetics,11459.67,12,,,,-2.86,-2.93,-2.2,
131,"Cytokinetics, Incorporated",CYTK,NSDQ,Medical,Medical - Biomedical and Genetics,2602.25,12,,,,-1.74,-3.02,-3.17,
132,"Day One Biopharmaceuticals, Inc.",DAWN,NSDQ,Medical,Medical - Biomedical and Genetics,1526.55,12,,,,,-4.35,-1.52,
133,"Deciphera Pharmaceuticals, Inc.",DCPH,NSDQ,Medical,Medical - Biomedical and Genetics,1611.23,12,,,,-4.84,-4.88,-3.32,
135,DiDi Global Inc. Sponsored ADR,DIDI,NYSE,Medical,Medical Services,39116.49,12,,,,,,,
136,Denali Therapeutics Inc.,DNLI,NSDQ,Medical,Medical - Biomedical and Genetics,6300.96,12,178.62,,,-2.2,-1.89,-2.26,
137,"Doximity, Inc.",DOCS,NYSE,Medical,Medical Services,14256.6,3,,260.87,200.0,,0.31,0.4,32.61
138,"Dicerna Pharmaceuticals, Inc.",DRNA,NSDQ,Medical,Medical - Biomedical and Genetics,1592.77,12,,,,-0.98,-1.7,-1.05,
144,"Editas Medicine, Inc.",EDIT,NSDQ,Medical,Medical - Biomedical and Genetics,4095.68,12,,,,-1.76,-3.53,-3.55,
149,"Erasca, Inc.",ERAS,NSDQ,Medical,Medical - Biomedical and Genetics,2267.11,12,,,,,-2.36,-3.68,
150,EUROFINS SCIENT,ERFSF,OTC,Medical,Medical Services,23442.07,12,,,,3.55,,,
153,Establishment Labs Holdings Inc.,ESTA,NSDQ,Medical,Medical Services,1632.79,12,,,,-1.59,-1.15,-0.81,
154,Evotec AG,EVTCY,OTC,Medical,Medical - Drugs,8043.56,12,59.59,,,,,,
156,Exact Sciences Corporation,EXAS,NSDQ,Medical,Medical - Biomedical and Genetics,16001.55,12,,,,-2.75,-3.17,-2.59,
159,"Fate Therapeutics, Inc.",FATE,NSDQ,Medical,Medical - Biomedical and Genetics,8341.02,12,,,,-1.88,-2.23,-2.61,
160,"FibroGen, Inc",FGEN,NSDQ,Medical,Medical - Drugs,1113.32,12,,,,-1.74,-2.75,-2.39,
163,"Forma Therapeutics Holdings, Inc.",FMTX,NSDQ,Medical,Medical - Biomedical and Genetics,1027.04,12,,,,-3.93,-3.1,-3.73,
164,"Amicus Therapeutics, Inc.",FOLD,NSDQ,Medical,Medical - Biomedical and Genetics,2724.2,12,,,,-1.04,-0.79,-0.4,
166,Generation Bio Co.,GBIO,NSDQ,Medical,Medical - Generic Drugs,1286.65,12,,,,-2.82,-2.1,-2.04,
167,"Global Blood Therapeutics, Inc.",GBT,NSDQ,Medical,Medical - Biomedical and Genetics,1677.01,12,,,,-4.0,-4.49,-3.02,
169,"Guardant Health, Inc.",GH,NSDQ,Medical,Medical - Biomedical and Genetics,10022.49,12,,,,-2.09,-3.94,-3.01,
171,Glaukos Corporation,GKOS,NYSE,Medical,Medical - Instruments,2289.87,12,,,,-1.41,-0.88,-1.45,
172,Galapagos NV,GLPG,NSDQ,Medical,Medical - Biomedical and Genetics,3833.72,12,,,,-5.96,-4.45,-4.35,
173,"Monte Rosa Therapeutics, Inc.",GLUE,NSDQ,Medical,Medical - Biomedical and Genetics,1588.58,12,,,,,-2.84,-2.16,
176,GETINGE AB,GNGBY,OTC,Medical,Medical Services,10877.71,12,23.65,31.01,25.78,,1.38,1.66,
177,Genmab AS,GNMSF,OTC,Medical,Medical - Biomedical and Genetics,29564.24,12,73.9,,,,,,
180,"Graphite Bio, Inc.",GRPH,NSDQ,Medical,Medical - Biomedical and Genetics,1218.5,12,,,,,-1.94,-1.56,
182,Genetron Holdings Limited Sponsored ADR,GTH,NSDQ,Medical,Medical - Biomedical and Genetics,1153.56,12,,,,,,,
186,"Health Catalyst, Inc.",HCAT,NSDQ,Medical,Medical Info Systems,2440.59,12,,,,-0.72,-0.52,-0.38,
187,Hutchison China MediTech Limited,HCM,NSDQ,Medical,Medical - Products,6888.73,12,,,,-0.95,-2.11,-1.81,
188,"Hims & Hers Health, Inc.",HIMS,NYSE,Medical,Medical Info Systems,1432.76,12,,,,-0.53,-0.64,-0.23,
195,"Heron Therapeutics, Inc.",HRTX,NSDQ,Medical,Medical - Drugs,1084.32,12,,,,-2.48,-2.43,-1.52,
199,Hypermarcas,HYPMY,OTC,Medical,Medical - Drugs,4250.25,12,16.77,,,,,,
204,"Icosavax, Inc.",ICVX,NSDQ,Medical,Medical - Biomedical and Genetics,1207.82,12,,,,,,,
206,"IGM Biosciences, Inc.",IGMS,NSDQ,Medical,Medical - Biomedical and Genetics,2303.99,12,,,,-2.7,-5.01,-6.25,
208,IMab Sponsored ADR,IMAB,NSDQ,Medical,Medical - Biomedical and Genetics,5401.24,12,,,,0.84,-2.85,-1.83,
209,Immunocore Holdings PLC Sponsored ADR,IMCR,NSDQ,Medical,Medical - Biomedical and Genetics,1267.94,12,,,,-11.81,-4.13,-4.49,
